OBJECTID,county,name,sector,address,phone,y,x,hours,website,additional,snap,wic,fm_senior,re_mat,re_num,re_lib_serves,re_type
485,Menifee,Kentucky Adult Education,Career Services,"KY-36, Frenchburg, KY 40322",606-768-9741,37.951737,-83.626713,Mon-Fri 8-noon,https://kyvae.ky.gov/Login.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
486,Menifee,Gateway Community Action Agency - Frenchburg,Community Services,"59 Main St, Frenchburg, KY 40322",606-768-9741,37.951737,-83.626713,Mon-Fri 8-4:30,http://gatewaycaa.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
487,Menifee,Kentucky Career Center - Frenchburg,Career Services,"28B Bible Camp Lane Frenchburg, KY 40322",800-927-1833,37.9660321,-83.6117655,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
488,Menifee,Menifee County Public Library,Library,"P.O. Box 49  1585 Main Street Frenchburg, KY 40322-0049",606-768-2212,37.95518,-83.651553,"Mon 9-5, Tues 9-7, Wed 9-5, Thurs 9-7, Fri 9-5, Sat 9-3",https://menifeecplky.booksys.net/opac/mcpl/,N/A,N/A,N/A,N/A,N/A,N/A,Free online Driver's practice tests,
489,Menifee,Menifee County Extension,Cooperative Extension Offices,"140 Main Street Frenchburg, KY 40322",606-768-3866,37.951308,-83.627993,"Mon-Fri 8-4:30, closed daily 12-1",http://menifee.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
490,Montgomery,Kroger - Mt. Sterling,Grocery,"810 Indian Mound Dr, Mt Sterling, KY 40353",859-497-4314,38.061319,-83.953746,Everyday 6-1,https://www.kroger.com/stores/details/024/00712?cid=loc_02400712_gmb,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
491,Montgomery,Walmart Supercenter - Mt. Sterling,Grocery,"499 Indian Mound Dr, Mt Sterling, KY 40353",859-497-9401,38.069238,-83.957167,Everyday 6-11pm,https://www.walmart.com/store/1140/mount-sterling-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
492,Montgomery,Save-a-Lot - Mt. Sterling,Grocery,"605 Doe Run Dr, Mt Sterling, KY 40353",859-498-3076,38.072536,-83.918487,"Mon-Sat 8-8, Sun 12-6",https://savealot.com/grocery-stores/mt-sterling-40353-22809/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
493,Montgomery,Creech's Food Mart,Grocery,"3252 US-460, Camargo, KY 40353",859-498-0977,38.000949,-83.899641,"Mon-Fri 7:30-10, Sat-Sun 8-10",https://www.facebook.com/pages/Creechs-Food-Mart/118911081495213,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A
494,Montgomery,Walnut Leaf Country Market,Grocery,"4004 Camargo Rd Carmago, KY 40353",859-520-3105,37.999131,-83.897331,Mon-Sat 9-6,https://www.facebook.com/pages/Walnut-Leaf-Country-Ma/1535104786599729,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A
495,Montgomery,Karl's/Jr's Produce,Produce Market,"1599 Indian Mound Dr, Mt Sterling, KY 40353",859-498-5044,38.044848,-83.955281,"Monday-Fri 8:30-5, Sat 9-3",https://www.facebook.com/pages/category/Shopping---Retail/Jrs-Produce-169532263073279/,N/A,No,Yes,N/A,N/A,N/A,N/A,N/A
496,Montgomery,Montgomery County Farmers' Market,Farmers Market,"153 South Maysville Street Mount Sterling, Kentucky 40353",859-279-2205,38.054453,-83.941222,Seasonal,https://www.facebook.com/pages/category/Farmers-Market/Montgomery-County-KY-Farmers-Market-999391673524365/,N/A,Yes,No,Yes,N/A,N/A,N/A,N/A
497,Montgomery,Rumpke Recycling Inc.,Recycling Centers,30 Lairson Road Jeffersonville KY 40337,859-498-3322,37.950248,-83.952076,Mon-Fri 8-5,https://www.rumpke.com/,N/A,N/A,N/A,N/A,"GL, AL, PL( HDPE, PET), OCC, CARBAT, OPMIX, ST CANS, ONP, UO, MRP",10,"Dropoff, curbside",Commercial recycler
498,Montgomery,Health and Civic Center,Family Services,"108 E Locust St, Mt Sterling, KY 40353",859-498-6312,38.055164,-83.939814,"Mon-Thurs, 8-4:30, Fri 8-noon",http://www.mtsterlingchamber.com/Community Services/civic/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
499,Montgomery,State of Kentucky Family Support - Mt Sterling,Family Services,"212 Civic Ctr, Mt Sterling, KY 40353",859-498-5398,38.056355,-83.943051,Mon-Fri 8-4:30,https://csws.chfs.ky.gov/csws/General/Landing.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
500,Montgomery,Montgomery County Child Support,Family Services,"44 W Main St F, Mt Sterling, KY 40353",859-498-8718,38.055943,-83.942912,Mon-Fri 8-4,https://csws.chfs.ky.gov/csws/General/Landing.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
501,Montgomery,Evergreen Community Support - Mt. Sterling,Community Services,"131 Crescent Dr, Mt Sterling, KY 40353",859-497-8500,38.04451,-83.984797,N/A,https://www.facebook.com/pages/Evergreen-Community Services-Support-LLC/864312193604916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
502,Montgomery,Community Action Council - Mt. Sterling,Community Services,"118 Maloney Way Mt. Sterling, KY 40353",859-244-2256,38.04858,-83.944142,Mon-Fri 8-4:30,http://gatewaycaa.org/locations/montgomery-county/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
503,Montgomery,Kentucky Career Center - Mt. Sterling,Career Services,"200 Oak Grove Drive, Suite 3 Mt. Sterling, KY 40353",859-554-2525,38.100569,-83.904451,"Mon, Wed, Fri 8-4:30",https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
504,Montgomery,Montgomery County Library,Library,328 North Maysville Street Mount Sterling KY 40353,859-498-2404,38.061795,-83.944377,"Mon-Thurs 9-8, Fri-Sat 9-6",https://www.facebook.com/mtsterlingLibrary/,N/A,N/A,N/A,N/A,N/A,N/A,"Children services, college prep classes",
505,Montgomery,Camargo Branch Library,Library,4460C Camargo Road Mt. Sterling KY 40353,859-499-4244,37.993694,-83.887448,"Mon-Thurs 9-8, Fri-Sat 9-6",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Arts and Crafts club, book clubs, free WiFi",
506,Montgomery,Montgomery County Extension,Cooperative Extension Offices,"106 East Locust Street Mt. Sterling, KY 40353-1404",859-498-8741,38.054953,-83.940793,Mon-Fri 8-4:30,http://montgomery.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
507,Morgan,West Liberty IGA,Grocery,"64 KY-191, West Liberty, KY 41472",606-743-2465,37.897108,-83.283523,"Mon-Sat 7-10, Sun 9-9",https://westlibertyiga.com/ads,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
508,Morgan,Save-a-Lot - West Liberty,Grocery,"7644 Liberty Rd W, West Liberty, KY 41472",606-743-2135,37.897663,-83.287556,Everyday 8-9,https://savealot.com/grocery-stores/west-liberty-41472-24741/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
509,Morgan,Fannin's Vegetable Market,Produce Market,"2140 US Highway 460 W West Liberty, Kentucky 41472",606-743-2326,37.894469,-83.289536,Everyday 9-5,https://www.facebook.com/FanninsVegetableFarm/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
510,Morgan,Morgan County Farmers' Market,Farmers Market,"219 W Main St West Liberty, Kentucky 41472",606-743-3292,37.915301,-83.260901,Seasonal,https://www.facebook.com/morgancofarmersmarket/,N/A,No,No,Yes,N/A,N/A,N/A,N/A
511,Morgan,Grassy Auto Parts,Recycling Centers,6374 US HWY 460 West West Liberty KY 41472,606-743-3167,37.866951,-83.342274,Mon-Fri 8-5,http://www.grassyautoparts.com/index.htm,"Buy back car bodies, appliances. Call for requirements.",N/A,N/A,N/A,"AL, FE, NONFE, CARBAT, ST CANS, WHITE",6,"Process, dropoff, broker",Commercial recycler
512,Morgan,Morgan Co. Solid Waste & Recycling,Recycling Centers,239 Co. Garage Road West Liberty KY 41472,606-743-4845,37.904944,-83.242463,Mon-Fri 8-4,https://morgancounty.ky.gov/Pages/Services.aspx,N/A,N/A,N/A,N/A,"AL, OCC, OPMIX, OPSORT, ST CANS, ONP, UO, MRP",8,Dropoff,Government facility
513,Morgan,Christian Social Services - West Liberty,Family Services,"256 Court St, West Liberty, KY 41472",606-743-4132,37.92003,-83.259771,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
514,Morgan,Cabinet for Health and Family Services,Family Services,"405 Prestonsburg St, West Liberty, KY 41472",606-743-3158,37.921567,-83.256844,Mon-Fri 8-4:30,chfs.ky.gov,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
515,Morgan,Gateway Community Action Agency,Career Services,"151 University Drive West Liberty, KY 41472",606-743-3133,37.900406,-83.288998,Mon-Fri 8-4:30,gcscap.org,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
516,Morgan,Morgan County Public Library,Library,151 University Avenue West KY 41472-1140,606-743-4151,37.899106,-83.288633,"Mon-Tues 9-7, Wed 9-5, Thurs-Fri 9-7, Sat 10-3",http://www.youseemore.com/mcpl,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer and internet access, bookmobile, meeting rooms, teen and children services, computer classes, Ancestry Library",
517,Morgan,Morgan County Extension,Cooperative Extension Offices,"1002 Prestonsburg Street West Liberty, KY 41472",606-743-3292,37.917644,-83.243179,Mon-Fri 8-4:30,http://morgan.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
518,Owsley,Shopwise,Grocery,"277 KY-28, Old Landing, KY 41311",606-593-7308,37.47542,-83.669776,"Mon-Sat 7:30-9, Sun 12-6",https://www.facebook.com/BoonevilleShopwise/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
519,Owsley,Southfork Farms,Farm,"402 KY 1938 Booneville, Kentucky 41314",606-454-5109,37.455227,-83.69247,Seasonal,https://www.facebook.com/ted.johnson.77312/,N/A,No,Yes,N/A,N/A,N/A,N/A,N/A
520,Owsley,Owsley County Farmers' Market,Farmers Market,"Shepherds Lane Booneville, KY 41314",606-593-5109,37.476029,-83.665002,Seasonal,https://www.facebook.com/Owsley-County-Farmers-Market-483318505393817/,N/A,No,Yes,Yes,N/A,N/A,N/A,N/A
521,Owsley,Department for Human Resources - Booneville,Family Services,"1 Mulberry St, Booneville, KY 41314",606-593-5191,37.475569,-83.674721,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
522,Owsley,Daniel Boone Development - Booneville,Community Services,Owsley County Courthouse,606-593-5153,37.4758059,-83.6751181,Mon-Fri 8-4:30,http://danielboonecaa.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
523,Owsley,Owsley County Public Library,Library,185 Highway 11 Booneville KY 41314,606-593-5700,37.4760016,-83.6797524,"Mon-Wed 9-5, Thurs 9-8, Fri 9-5",https://www.facebook.com/pages/category/Library/Owsley-County-Public-Library-1745629035657364/,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer and internet access, copy and printing services, tutoring services, meeting rooms and GED classes",
524,Owsley,Owsley County Extension,Cooperative Extension Offices,"02 Industrial Park Road, Booneville, KY 41314",606-593-5109,37.4527224,-83.6831904,"Mon-Fri 8-4:30, closed daily 12-1",http://owsley.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
525,Perry,United Grocery Outlet,Grocery,"410 Village Ln, Hazard, KY 41701",606-435-0543,37.279961,-83.232135,"Mon-Sat 8-8, Sun 10-6",http://www.myugo.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
526,Perry,Bulan Meats and Grocery,Grocery,"5633 KY-476, Bulan, KY 41722",606-436-2432,37.298897,-83.166895,"Mon-Sat 8-8, Sun 10-8",https://www.facebook.com/bulanmeats.ngrocery/,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A
527,Perry,Food City - Hazard,Grocery,"50 Morton Blvd, Hazard, KY 41701",606-436-8204,37.298897,-83.166895,Everyday 7-10,https://www.foodcity.com/stores/store-details/438/?utm_source=googlebusiness&utm_medium=businesslocal&utm_campaign=grocery&utm_content=438,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
528,Perry,Walmart Supercenter - Hazard,Grocery,"120 Daniel Boone Plaza, Hazard, KY 41701",606-439-1882,37.298897,-83.166895,Everyday 6-11pm,https://www.walmart.com/store/1247/hazard-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
529,Perry,Save-a-Lot - Hazard,Grocery,"163 Citizens Lane, Hazard, KY 41701",606-439-6510,37.260125,-83.199264,Everyday 9-9,https://savealot.com/grocery-stores/hazard-41701-24475/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
530,Perry,Happy IGA,Grocery,"10036 KY-15, Vicco, KY 41773",606-476-8729,37.2054,-83.090866,Mon-Sat 7:30-8pm,https://happyiga.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
531,Perry,Save-a-Lot - Hazard,Grocery,"52 Grand Vue Plaza, Hazard, KY 41701",606-435-0002,37.2054,-83.090866,Everyday 8-9,https://savealot.com/grocery-stores/hazard-41701-24474/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
532,Perry,Perry County Farmers' Market,Farmer's Market,"Perry Park Road 420 Main Street, Hazard, KY 41701",571-217-5913,37.282943,-83.209918,Seasonal,https://www.facebook.com/PerryCountyFarmersMarket/,N/A,No,Yes,Yes,N/A,N/A,N/A,N/A
533,Perry,Dixie Recycling,Recycling Centers,2647 N. Main Street Hazard KY 41701,606-435-0287,37.270296,-83.189297,Mon-Fri 9-4,https://www.facebook.com/pages/category/Community/,Call for material requirements. Formerly Zip Recycling,N/A,N/A,N/A,"AL, FE, NONFE, CARBAT",4,"Handler, process, dropoff, broker",Commercial recycler
534,Perry,Hazard Recycling AKA Gorman Hollow,Recycling Centers,105 Gorman Hollow Road Hazard KY 41701,606-439-1863,37.240819,-83.198651,Mon-Fri 7-4,N/A,Also accept magazines and paperback books.,N/A,N/A,N/A,"GL, AL, PL( HDPE, PET), OCC, OPMIX, ST CANS, ONP",7,"Handler, dropoff",Government facility
535,Perry,Perry County Maintenance Garage & 2 Dropoff Trailers,Recycling Centers,2715 Christopher Road Hazard KY 41701,606-439-0149,37.240819,-83.198651,Mon-Fri 8-4,https://perrycounty.ky.gov/da/Pages/Solid-Waste.aspx,"We accept any type of electronics you may have: old computers, TVs, microwaves, stoves, and anything that has or once had a cord. This service is provided to you free of charge.",N/A,N/A,N/A,"AL, PL( PET, OTHER), OCC, ST CANS, ONP, ESCRAP, MRP",7,Dropoff,Government facility
536,Perry,Walmart Supercenter - Hazard,Recycling Centers,120 Daniel Boone Plaza,606-439-1882,37.240819,-83.198651,N/A,N/A,N/A,N/A,N/A,N/A,CARBAT,1,"Dropoff, other",Automotive Service
537,Perry,Wright's Recycling,Recycling Centers,43 Ready Mix Dr Hazard KY 41701,606-436-0903,37.286588,-83.170643,N/A,N/A,Scrap Metal Dealer,N/A,N/A,N/A,"AL, FE, NONFE, OCC, CARBAT, UO",6,"Dropoff, broker",Commercial recycler
538,Perry,Social Security Adminstration - Hazard,Family Services,"122 Reynolds Lane, Hazard, KY 41701",800-772-1213,37.2502469,-83.2046709,Mon-Fri 9-4,https://www.ssa.gov/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
539,Perry,Social Security Administration Office of Disability Adjudication and Review ,Family Services,"825 High St, Hazard, KY 41701",606-435-0724,37.251406,-83.194704,Mon-Fri 8-4:30,https://www.ssa.gov/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
540,Perry,Cabinet for Families & Children - Hazard,Family Services,"548 Village Ln, Hazard, KY 41701",606-435-6060,37.278099,-83.232588,Mon-Fri 8-4:30,https://www.dcfoffices.org/state/KY#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
541,Perry,Social Services Office - Hazard,Family Services,"1332 KY-15 Hazard, KY 41701",855-306-8959,37.244325,-83.184213,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
542,Perry,Perry County Community Ministries,Community Services,"151 Miss Edna Ln, Hazard, KY 41701",606-436-2662,37.2749249,-83.2309159,Mon-Fri 8-4:30,https://www.facebook.com/pages/category/Social-Service/Hazard-Perry-County-Community-Ministries-736403759797774/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
543,Perry,Hope House,Family Services,"1001 N Main St, Hazard, KY 41701",606-436-5043,37.253942,-83.194478,Mon-Fri 6:30-6,https://www.facebook.com/hazardhopehouse/?ref=page_internal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
544,Perry,Kentucky River Community Care,Family Services,"115 Rockwood Ln Hazard, KY 41701",606-436-5761,37.280359,-83.228611,N/A,http://krccnet.com/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
545,Perry,LKLP Safe House,Community Services,"398 Roy Campbell Dr, Hazard, KY 41701",606-436-8853,37.271935,-83.229825,N/A,https://www.lklp.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
546,Perry,Cabinet for Families & Children - Hazard,Family Services,"742 High St, Hazard, KY 41701",606-435-6108,37.250921,-83.195407,Mon-Fri 8-5,https://www.dcfoffices.org/state/KY#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
547,Perry,Kentucky Career Center - Hazard,Career Services,"412 Roy Campbell Drive Hazard, KY 41701",606-435-6038,37.270593,-83.232674,"Mon-Wed 8-5, Thurs 8-4:30, Thurs 8-4:30, Fri 8-noon",https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
548,Perry,Office for Children with Special Health Care Needs - Hazard,Family Services,"110 Johnson Ln, Barbourville, KY 40906",606-546-5109,36.869324,-83.886317,Mon-Fri 8-4:30,https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
549,Perry,Perry County Public Library,Library,289 Black Gold Blvd. Hazard KY 41701-2604,606-436-2475,37.251066,-83.206349,"Mon-Fri 9-7, Sat 8-4",http://perrycountyLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Meeting rooms, auditorium, bookmobile and outreach services, teen room, genealogy, 3D printing, exam proctoring, study rooms, free computer and internet access, free printing services",
550,Perry,Perry County Extension,Cooperative Extension Offices,"933 Perry Park Rd. Hazard, KY 41701",606-436-2044,37.282518,-83.209259,"Mon-Fri 8-4:30, closed daily 12-1",http://perry.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
551,Pike,Walmart Supercenter - Pikeville,Grocery,"254 Cassidy Blvd, Pikeville, KY 41501",606-432-6177,37.507048,-82.540489,Everyday 6-11pm,https://www.walmart.com/store/1505/pikeville-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
552,Pike,Save-a-Lot - Pikeville,Grocery,"4195 N Mayo Trail, Pikeville, KY 41501",606-433-0827,37.52338,-82.573346,"Mon-Sat 8-9, Sun 10-9",https://savealot.com/grocery-stores/pikeville-41501-24469/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
553,Pike,Save-a-Lot - Pikeville,Grocery,"240 S Mayo Trail, Pikeville, KY 41501",606-432-8867,37.471299,-82.533412,Everyday 8-9,https://savealot.com/grocery-stores/pikeville-41501-24468/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
554,Pike,Food City - South Williamson,Grocery,"28093 Thompson Plaza, South Williamson, KY 41503",606-237-1150,37.653951,-82.270528,Everyday 7-10,https://www.foodcity.com/stores/store-details/425/?utm_source=googlebusiness&utm_medium=businesslocal&utm_campaign=grocery&utm_content=425,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
555,Pike,Save-a-Lot - Virgie,Grocery,"669 KY-610, Virgie, KY 41572",606-639-0085,37.340767,-82.591351,"Mon-Sat 8-9, Sun 9-8",https://savealot.com/grocery-stores/virgie-41572-25000/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
556,Pike,Save-a-Lot - Phelps,Grocery,"13300 Phelps 632 Rd, Phelps, KY 41553",606-456-8704,37.509733,-82.159758,"Mon-Sat 8-9, Sun 9-8",https://savealot.com/grocery-stores/phelps-41553-45108/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
557,Pike,Walmart Supercenter - South Williamson,Grocery,"28402 US-119, South Williamson, KY 41503",606-237-0477,37.658862,-82.271161,Everyday 6-11pm,https://www.walmart.com/store/2548/south-williamson-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
558,Pike,Save-a-Lot - Goody,Grocery,"28640 US-119, Goody, KY 41514",606-237-5928,37.661314,-82.272467,"Mon-Sat 8-9, Sun 9-8",https://savealot.com/grocery-stores/goody-41514-23506/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
559,Pike,Mike Tackett's Market,Grocery,"145 KY-610, Virgie, KY 41572",606-639-2388,37.347989,-82.592677,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
560,Pike,Food City #458,Grocery,"215 Cassidy Blvd Pikeville , KY 41501",606-432-8150,37.504613,-82.53673,Everyday 7-10,https://www.foodcity.com/stores/store-details/458/?utm_source=googlebusiness&utm_medium=businesslocal&utm_campaign=grocery&utm_content=458,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
561,Pike,Food City #475,Grocery,"2138 S. Mayo Trail Pikeville , KY 41501",606-432-0796,37.439819,-82.509933,Everyday 7-10,https://www.foodcity.com/stores/store-details/475/?utm_source=googlebusiness&utm_medium=businesslocal&utm_campaign=grocery&utm_content=475,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
562,Pike,Reynold's Produce,Grocery,"673 Bypass Rd Pikeville, KY 41501",606-437-7821,37.478357,-82.515294,Mon-Sat 7-6,https://www.facebook.com/ReynoldsProduceMarket/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
563,Pike,Quality Foods - Robinson Creek,Grocery,"5284 Collins Hwy, Robinson Creek KY 41560",606-639-2560,37.386761,-82.538592,Everyday 8-11,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
564,Pike,Quality Foods - Regina,Grocery,"10023 US-460 Regina, KY 41559",606-754-5443,37.386761,-82.538592,"Mon-Fri 7-11, Sat-Sun 8-11",N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
565,Pike,Quality Foods - McCar,Grocery,"11341 State Hwy 1056 McCarr, KY 41544",606-427-1004,37.619806,-82.167257,"Mon-Fri 7-11, Sat-Sun 8-11",N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
566,Pike,"Velocity Market - Hambley Blvd, Pikeville",Grocery,"533 Hambley Blvd # 1 Pikeville, KY 41501",606-432-4112,37.485388,-82.524534,Everyday 8-10,https://www.facebook.com/VelocityMarket/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
567,Pike,"Velocity Market - Zebulon Hwy, Pikeville",Grocery,"4704 Zebulon Hwy Pikeville, KY 41501",606-432-5419,37.532852,-82.4674,Everyday 8-10,https://www.facebook.com/VelocityMarket/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
568,Pike,Velocity Market - Elkhorn City,Grocery,"197 Elkhorn Creek Rd Elkhorn City, KY 41522",606-754-4725,37.294853,-82.363056,Everyday 8-11,https://www.facebook.com/VelocityMarketElkhorn/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
569,Pike,Pikeville Farmers' Market,Farmers Market,"130 Adams Ln, Pikeville, KY 41501",606-432-2534,37.485078,-82.545437,Seasonal,https://www.facebook.com/PikevilleFarmersMarket/,N/A,No,Yes,Yes,N/A,N/A,N/A,N/A
570,Pike,Black Gem Park (County Drop-off),Recycling Centers,Black Gem Road Pikeville KY 41501,606-432-6245,37.6442481,-82.2649189,N/A,N/A,Approximate location,N/A,N/A,N/A,"AL, PL( HDPE, PET), OCC, OPMIX, OPSORT, ST CANS, ONP, MRP",8,Dropoff,Government facility
571,Pike,Pike County Solid Waste,Recycling Centers,170 Ford Mountain Road Pikeville KY 41501,606-631-0902,37.568361,-82.453139,N/A,http://www.pikecountyky.gov/?page_id=31,N/A,N/A,N/A,N/A,"GL, AL, PL( HDPE, PET), NONFE, OCC, CARBAT, OPMIX, OPSORT, ST CANS, ONP, UO, MRP, RUB, EGC",14,Dropoff,Government facility
572,Pike,Walmart Supercenter - Pikeville,Recycling Centers,254 Cassidy Blvd Pikeville KY 41501,606-432-6177,37.5070729,-82.5425906,N/A,N/A,N/A,N/A,N/A,N/A,CARBAT,1,"Dropoff, other",Automotive Service
573,Pike,Social Security Adminstration - Pikeville,Family Services,"333 Hambley Blvd, Pikeville, KY 41501",800-772-1213,37.482179,-82.532922,Mon-Fri 9-4,www.ssa.gov/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
574,Pike,Social Service Department - Pikeville,Family Services,"131 Summit Dr # 400, Pikeville, KY 41501",606-433-7596,37.476456,-82.5157,Mon-Fri 8-4:30,chfs.ky.gov,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
575,Pike,Judi's Place for Kids,Family Services,"128 S College St, Pikeville, KY 41501",606-437-7447,37.475694,-82.523765,Mon-Fri 8:30-5,https://www.judisplace.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
576,Pike,Habitat for Humanity - Pikeville,Community Services,"137 Main St, Pikeville, KY 41501",606-437-4011,37.479026,-82.51805,N/A,https://www.habitat.org/us-ky/pikeville/sandy-valley-hfh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
578,Pike,Kentucky Career Center - Pikeville,Career Services,"138 College Street Pikeville, KY 41501",606-433-7721,37.476548,-82.521029,"Mon-Wed 8-5, Thurs 8-4:30, Fri 8-noon",https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
579,Pike,Big Sandy Area Community Action Program,Career Services,"478 Town Mountain Road Pikeville, KY 41501",606-432-2775,37.49024,-82.499622,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
580,Pike,Belfry Branch Library,Library,"24371 U.S. Highway 119 Belfry, KY 41514",606-353-9429,37.613117,-82.272403,"Tues, Thurs, Fri 10-7, Sat 9-6",http://www.informationplace.org,N/A,N/A,N/A,N/A,N/A,N/A,"Ebooks, online career help, legal form database,genealogical services",
581,Pike,Elkhorn City Branch Library,Library,150 East Main Street Elkhorn City KY 41522,606-754-5451,37.30567,-82.353176,"Tues, Thurs, Fri 10-7, Sat 9-6",http://www.informationplace.org,N/A,N/A,N/A,N/A,N/A,N/A,"Ebooks, online career help, legal form database,genealogical services",
582,Pike,Phelps Branch Library,Library,"38575 State Highway 194 East Phelps, KY 41553-9702",606-456-7860,37.51847,-82.153774,"Tues, Thurs, Fri 10-7, Sat 9-6",http://www.informationplace.org,N/A,N/A,N/A,N/A,N/A,N/A,"Ebooks, online career help, legal form database,genealogical services",
583,Pike,Pikeville Public Library,Library,119 College Street Pikeville KY 41502,606-432-1285,37.476409,-82.521999,Mon-Fri 10-7,http://www.informationplace.org,N/A,N/A,N/A,N/A,N/A,N/A,"Ebooks, online career help, legal form database,genealogical services",
